id,parada,sentido,direccion,latitud,longitud
79,Canalejas 42,Carrefour,Canalejas 42,"43,465046336609134","-3,789657109550228"
158,Cuesta  Atalaya 32,Plaza de los Remedios,Cuesta  Atalaya  32,"43,46542199364505","-3,807662903250206"
159,Via Cornelia 32,Plaza de los Remedios,Via Cornelia nº 32,"43,46633541818431","-3,812991866901665"
160,Via Cornelia 23,Plaza de los Remedios,Via Cornelia  ( Esquina Juan XXIII ),"43,46598248910255","-3,81198277679818"
161,Calle del Monte 30,Plaza de los Remedios,Calle del Monte nº 30,"43,46472525171145","-3,816568168600025"
162,Francisco Palazuelos 13,Plaza de los Remedios,Francisco Palazuelos 13,"43,46616616830156","-3,799357908413414"
163,Maria Cristina,Plaza de los Remedios,Cuesta  Atalaya,"43,46619750312114","-3,8085375221858113"
65,Hermanos Tonetti 8,Cueto,Hermanos Tonetti,"43,48283539572412","-3,8063747443020888"
66,Calle Arriba 85,Cueto,Calle Arriba 85,"43,47890563932024","-3,809398242970696"
67,Calle Arriba 31,Cueto,Calle Arriba 31 Cueto,"43,47805070010009","-3,812213898907177"
68,Residencia Mayores de Cueto,Lluja,Calle Udial 7 Cueto,"43,476836541723806","-3,812047520746821"
69,Cruce de Polio,Lluja,Cueto,"43,47507526402892","-3,810509381673508"
71,Ines Diego Del Noval 61,Lluja,Ines Diego Del Noval Fte146,"43,48087725281452","-3,805188279635457"
72,Ines Diego Del Noval 25,Lluja,Ines Diego Del Noval 25,"43,48411085981735","-3,798700497614799"
73,Ines Diego Del Noval 55,Lluja,Ines Diego Del Noval 55,"43,48204309172908","-3,802634098817319"
74,Jose Maria Gonzalez Trevilla 16,A.Odriozola,Jose Maria Gonzalez Trevilla 16,"43,48390784716278","-3,796692601245816"
75,Mutua Montañesa,Lluja,Avenida del Faro,"43,48174990049649","-3,788510124418741"
54,Adarzo,LLuja,Adarzo,"43,45314813780187","-3,8655622178236224"
55,Rucandial 28,LLuja,Rucandial,"43,45752680181196","-3,869111263446471"
57,Plaza Amador Toca,Cueto,Plaza Amador Toca,"43,45290540067832","-3,865606714238311"
58,Barrio Hospitalillo 97,Cueto,Barrio  Hospitalillo 97,"43,45398160526909","-3,8601816285019854"
59,Avenida el Faro 20,El Faro,Avenida el Faro 20,"43,4812409862266","-3,7889655066240975"
60,Ines Diego Del Noval 50,Cueto,Ines Diego Del Noval 50,"43,484106443502895","-3,798894592721462"
61,Ines Diego DelNoval 108,Cueto,Ines Diego Del Noval 108,"43,482100256198365","-3,802674673872017"
62,Ines Diego Del Noval 152,Cueto,Ines Diego Del Noval 152,"43,48087455344341","-3,8054309854737727"
63,Hermanos Tonetti 6,Cueto,Hermanos Tonetti 6,"43,48270592160824","-3,806475412762434"
64,Hermanos Toneti 16,Cueto,Hermanos Toneti 16,"43,485063629614295","-3,8071188159193343"
44,Escuela Caminos,J.Bustamante,Avenida los Castros 44,"43,47123201482925","-3,7995029673004512"
45,Los Castros 63,J.Bustamante,Avenida los Castros 63,"43,47033999682455","-3,803544403467751"
46,Los Castros 62,J.Bustamante,Los Castros Urb Los Rios,"43,46979282944019","-3,808767826802808"
